DP_KEY,EM_LOS_DESC,ICD_ROOT,ICD_DESCRIPTION,REPRESENTATIVE_ICD,PROC_GROUP,n,n_valid,n_null,n_total,pct_valid,count_1,count_2,count_3,count_4,count_5,mode_los,mode_conf,HAL_0.90,delta_hal_minus_mode,entropy,gini,is_tie,feasible_levels,stoplight
10,Evaluation and Management Level of Service Links for ALL,A39,Meningococcal meningitis,A39.0,ESTAO,15,15,15,30,0.5,0,0,15,0,0,3,1.0,3,0.0,-0.0,0.0,0,3,GREEN
10,Evaluation and Management Level of Service Links for ALL,A40,"Sepsis due to streptococcus, group A",A40.0,ESTAO,5,5,5,10,0.5,0,0,0,5,0,4,1.0,4,0.0,-0.0,0.0,0,4,GREEN
10,Evaluation and Management Level of Service Links for ALL,A41,Sepsis due to Methicillin susceptible Staphylococcus aureus,A41.01,ESTAO,15,15,15,30,0.5,0,0,0,15,0,4,1.0,4,0.0,-0.0,0.0,0,4,GREEN
10,Evaluation and Management Level of Service Links for ALL,A42,Pulmonary actinomycosis,A42.0,ESTAO,8,8,8,16,0.5,0,0,7,1,0,3,0.875,4,1.0,0.5435644431995964,0.21875,0,"3,4",GREEN
10,Evaluation and Management Level of Service Links for ALL,A43,Pulmonary nocardiosis,A43.0,ESTAO,4,4,4,8,0.5,0,0,4,0,0,3,1.0,3,0.0,-0.0,0.0,0,3,RED
10,Evaluation and Management Level of Service Links for ALL,A44,Systemic bartonellosis,A44.0,ESTAO,4,4,4,8,0.5,0,0,0,4,0,4,1.0,4,0.0,-0.0,0.0,0,4,RED
10,Evaluation and Management Level of Service Links for ALL,A46,Erysipelas,A46,ESTAO,1,1,1,2,0.5,0,0,1,0,0,3,1.0,3,0.0,-0.0,0.0,0,3,RED
10,Evaluation and Management Level of Service Links for ALL,A48,Gas gangrene,A48.0,ESTAO,8,8,8,16,0.5,0,0,3,5,0,4,0.625,4,0.0,0.954434002924965,0.46875,0,"3,4",AMBER
10,Evaluation and Management Level of Service Links for ALL,A49,"Methicillin susceptible Staphylococcus aureus infection, unspecified site",A49.01,ESTAO,7,7,7,14,0.5,0,0,6,1,0,3,0.8571428571428571,4,1.0,0.5916727785823275,0.24489795918367352,0,"3,4",GREEN
10,Evaluation and Management Level of Service Links for ALL,A50,Early congenital syphilitic oculopathy,A50.01,ESTAO,33,33,33,66,0.5,0,0,33,0,0,3,1.0,3,0.0,-0.0,0.0,0,3,GREEN
10,Evaluation and Management Level of Service Links for ALL,A51,Primary genital syphilis,A51.0,ESTAO,15,15,15,30,0.5,0,0,15,0,0,3,1.0,3,0.0,-0.0,0.0,0,3,GREEN
10,Evaluation and Management Level of Service Links for ALL,A52,"Cardiovascular syphilis, unspecified",A52.00,ESTAO,30,30,30,60,0.5,0,0,30,0,0,3,1.0,3,0.0,-0.0,0.0,0,3,GREEN
10,Evaluation and Management Level of Service Links for ALL,A53,"Latent syphilis, unspecified as early or late",A53.0,ESTAO,2,2,2,4,0.5,0,0,2,0,0,3,1.0,3,0.0,-0.0,0.0,0,3,RED
10,Evaluation and Management Level of Service Links for ALL,A54,"Gonococcal infection of lower genitourinary tract, unspecified",A54.00,ESTAO,31,31,31,62,0.5,0,0,31,0,0,3,1.0,3,0.0,-0.0,0.0,0,3,GREEN
10,Evaluation and Management Level of Service Links for ALL,A55,Chlamydial lymphogranuloma (venereum),A55,ESTAO,1,1,1,2,0.5,0,0,1,0,0,3,1.0,3,0.0,-0.0,0.0,0,3,RED
10,Evaluation and Management Level of Service Links for ALL,A56,"Chlamydial infection of lower genitourinary tract, unspecified",A56.00,ESTAO,10,10,10,20,0.5,0,0,10,0,0,3,1.0,3,0.0,-0.0,0.0,0,3,GREEN
10,Evaluation and Management Level of Service Links for ALL,A57,Chancroid,A57,ESTAO,1,1,1,2,0.5,0,0,1,0,0,3,1.0,3,0.0,-0.0,0.0,0,3,RED
10,Evaluation and Management Level of Service Links for ALL,A58,Granuloma inguinale,A58,ESTAO,1,1,1,2,0.5,0,0,1,0,0,3,1.0,3,0.0,-0.0,0.0,0,3,RED
10,Evaluation and Management Level of Service Links for ALL,A59,"Urogenital trichomoniasis, unspecified",A59.00,ESTAO,7,7,7,14,0.5,0,0,7,0,0,3,1.0,3,0.0,-0.0,0.0,0,3,GREEN
10,Evaluation and Management Level of Service Links for ALL,A60,"Herpesviral infection of urogenital system, unspecified",A60.00,ESTAO,8,8,8,16,0.5,0,0,8,0,0,3,1.0,3,0.0,-0.0,0.0,0,3,GREEN
10,Evaluation and Management Level of Service Links for ALL,A63,Anogenital (venereal) warts,A63.0,ESTAO,2,2,2,4,0.5,0,0,2,0,0,3,1.0,3,0.0,-0.0,0.0,0,3,RED
10,Evaluation and Management Level of Service Links for ALL,A64,Unspecified sexually transmitted disease,A64,ESTAO,1,1,1,2,0.5,0,0,1,0,0,3,1.0,3,0.0,-0.0,0.0,0,3,RED
10,Evaluation and Management Level of Service Links for ALL,A65,Nonvenereal syphilis,A65,ESTAO,1,1,1,2,0.5,0,0,1,0,0,3,1.0,3,0.0,-0.0,0.0,0,3,RED
10,Evaluation and Management Level of Service Links for ALL,A66,Initial lesions of yaws,A66.0,ESTAO,10,10,10,20,0.5,0,0,10,0,0,3,1.0,3,0.0,-0.0,0.0,0,3,GREEN
10,Evaluation and Management Level of Service Links for ALL,A67,Primary lesions of pinta,A67.0,ESTAO,5,5,5,10,0.5,0,0,5,0,0,3,1.0,3,0.0,-0.0,0.0,0,3,GREEN
10,Evaluation and Management Level of Service Links for ALL,A68,Louse-borne relapsing fever,A68.0,ESTAO,3,3,3,6,0.5,0,0,0,3,0,4,1.0,4,0.0,-0.0,0.0,0,4,RED
10,Evaluation and Management Level of Service Links for ALL,A69,Necrotizing ulcerative stomatitis,A69.0,ESTAO,9,9,9,18,0.5,0,0,4,5,0,4,0.5555555555555556,4,0.0,0.9910760598382222,0.49382716049382713,0,"3,4",RED
10,Evaluation and Management Level of Service Links for ALL,A70,Chlamydia psittaci infections,A70,ESTAO,1,1,1,2,0.5,0,0,1,0,0,3,1.0,3,0.0,-0.0,0.0,0,3,RED
10,Evaluation and Management Level of Service Links for ALL,A71,Initial stage of trachoma,A71.0,ESTAO,3,3,3,6,0.5,0,0,3,0,0,3,1.0,3,0.0,-0.0,0.0,0,3,RED
10,Evaluation and Management Level of Service Links for ALL,A74,Chlamydial conjunctivitis,A74.0,ESTAO,4,4,4,8,0.5,0,0,4,0,0,3,1.0,3,0.0,-0.0,0.0,0,3,RED
10,Evaluation and Management Level of Service Links for ALL,A75,Epidemic louse-borne typhus fever due to Rickettsia prowazekii,A75.0,ESTAO,5,5,5,10,0.5,0,0,5,0,0,3,1.0,3,0.0,-0.0,0.0,0,3,GREEN
10,Evaluation and Management Level of Service Links for ALL,A77,Spotted fever due to Rickettsia rickettsii,A77.0,ESTAO,9,9,9,18,0.5,0,0,9,0,0,3,1.0,3,0.0,-0.0,0.0,0,3,GREEN
10,Evaluation and Management Level of Service Links for ALL,A78,Q fever,A78,ESTAO,1,1,1,2,0.5,0,0,1,0,0,3,1.0,3,0.0,-0.0,0.0,0,3,RED
10,Evaluation and Management Level of Service Links for ALL,A79,Trench fever,A79.0,ESTAO,6,6,6,12,0.5,0,0,6,0,0,3,1.0,3,0.0,-0.0,0.0,0,3,GREEN
10,Evaluation and Management Level of Service Links for ALL,A80,"Acute paralytic poliomyelitis, vaccine-associated",A80.0,ESTAO,7,7,7,14,0.5,0,0,0,7,0,4,1.0,4,0.0,-0.0,0.0,0,4,GREEN
10,Evaluation and Management Level of Service Links for ALL,A81,"Creutzfeldt-Jakob disease, unspecified",A81.00,ESTAO,10,10,10,20,0.5,0,0,0,0,10,5,1.0,5,0.0,-0.0,0.0,0,5,GREEN
10,Evaluation and Management Level of Service Links for ALL,A82,Sylvatic rabies,A82.0,ESTAO,3,3,3,6,0.5,0,0,3,0,0,3,1.0,3,0.0,-0.0,0.0,0,3,RED
10,Evaluation and Management Level of Service Links for ALL,A83,Japanese encephalitis,A83.0,ESTAO,9,9,9,18,0.5,0,0,9,0,0,3,1.0,3,0.0,-0.0,0.0,0,3,GREEN
10,Evaluation and Management Level of Service Links for ALL,A84,Far Eastern tick-borne encephalitis [Russian spring-summer encephalitis],A84.0,ESTAO,6,6,6,12,0.5,0,0,6,0,0,3,1.0,3,0.0,-0.0,0.0,0,3,GREEN
10,Evaluation and Management Level of Service Links for ALL,A85,Enteroviral encephalitis,A85.0,ESTAO,4,4,4,8,0.5,0,0,1,3,0,4,0.75,4,0.0,0.8112781244591328,0.375,0,"3,4",RED
10,Evaluation and Management Level of Service Links for ALL,A86,Unspecified viral encephalitis,A86,ESTAO,1,1,1,2,0.5,0,0,0,1,0,4,1.0,4,0.0,-0.0,0.0,0,4,RED
10,Evaluation and Management Level of Service Links for ALL,A87,Enteroviral meningitis,A87.0,ESTAO,5,5,5,10,0.5,0,0,0,5,0,4,1.0,4,0.0,-0.0,0.0,0,4,GREEN
10,Evaluation and Management Level of Service Links for ALL,A88,Enteroviral exanthematous fever [Boston exanthem],A88.0,ESTAO,3,3,3,6,0.5,0,0,1,2,0,4,0.6666666666666666,4,0.0,0.9182958340544896,0.4444444444444444,0,"3,4",RED
10,Evaluation and Management Level of Service Links for ALL,A89,Unspecified viral infection of central nervous system,A89,ESTAO,1,1,1,2,0.5,0,0,0,1,0,4,1.0,4,0.0,-0.0,0.0,0,4,RED
10,Evaluation and Management Level of Service Links for ALL,A90,Dengue fever [classical dengue],A90,ESTAO,1,1,1,2,0.5,0,0,1,0,0,3,1.0,3,0.0,-0.0,0.0,0,3,RED
10,Evaluation and Management Level of Service Links for ALL,A91,Dengue hemorrhagic fever,A91,ESTAO,1,1,1,2,0.5,0,0,1,0,0,3,1.0,3,0.0,-0.0,0.0,0,3,RED
10,Evaluation and Management Level of Service Links for ALL,A92,Chikungunya virus disease,A92.0,ESTAO,11,11,11,22,0.5,0,0,7,4,0,3,0.6363636363636364,4,1.0,0.9456603046006401,0.4628099173553719,0,"3,4",AMBER
10,Evaluation and Management Level of Service Links for ALL,A93,Oropouche virus disease,A93.0,ESTAO,4,4,4,8,0.5,0,0,4,0,0,3,1.0,3,0.0,-0.0,0.0,0,3,RED
10,Evaluation and Management Level of Service Links for ALL,A94,Unspecified arthropod-borne viral fever,A94,ESTAO,1,1,1,2,0.5,0,0,1,0,0,3,1.0,3,0.0,-0.0,0.0,0,3,RED
10,Evaluation and Management Level of Service Links for ALL,A95,Sylvatic yellow fever,A95.0,ESTAO,3,3,3,6,0.5,0,0,3,0,0,3,1.0,3,0.0,-0.0,0.0,0,3,RED
10,Evaluation and Management Level of Service Links for ALL,A96,Junin hemorrhagic fever,A96.0,ESTAO,5,5,5,10,0.5,0,0,5,0,0,3,1.0,3,0.0,-0.0,0.0,0,3,GREEN
10,Evaluation and Management Level of Service Links for ALL,A98,Crimean-Congo hemorrhagic fever,A98.0,ESTAO,7,7,7,14,0.5,0,0,7,0,0,3,1.0,3,0.0,-0.0,0.0,0,3,GREEN
10,Evaluation and Management Level of Service Links for ALL,A99,Unspecified viral hemorrhagic fever,A99,ESTAO,1,1,1,2,0.5,0,0,1,0,0,3,1.0,3,0.0,-0.0,0.0,0,3,RED
10,Evaluation and Management Level of Service Links for ALL,B00,Eczema herpeticum,B00.0,ESTAO,15,15,15,30,0.5,0,0,15,0,0,3,1.0,3,0.0,-0.0,0.0,0,3,GREEN
10,Evaluation and Management Level of Service Links for ALL,B01,Varicella meningitis,B01.0,ESTAO,7,7,7,14,0.5,0,0,7,0,0,3,1.0,3,0.0,-0.0,0.0,0,3,GREEN
10,Evaluation and Management Level of Service Links for ALL,B02,Zoster encephalitis,B02.0,ESTAO,16,16,16,32,0.5,0,0,16,0,0,3,1.0,3,0.0,-0.0,0.0,0,3,GREEN
10,Evaluation and Management Level of Service Links for ALL,B03,Smallpox,B03,ESTAO,1,1,1,2,0.5,0,0,1,0,0,3,1.0,3,0.0,-0.0,0.0,0,3,RED
10,Evaluation and Management Level of Service Links for ALL,B04,Monkeypox,B04,ESTAO,1,1,1,2,0.5,0,0,1,0,0,3,1.0,3,0.0,-0.0,0.0,0,3,RED
10,Evaluation and Management Level of Service Links for ALL,B05,Measles complicated by encephalitis,B05.0,ESTAO,8,8,8,16,0.5,0,0,8,0,0,3,1.0,3,0.0,-0.0,0.0,0,3,GREEN
10,Evaluation and Management Level of Service Links for ALL,B06,"Rubella with neurological complication, unspecified",B06.00,ESTAO,8,8,8,16,0.5,0,0,8,0,0,3,1.0,3,0.0,-0.0,0.0,0,3,GREEN
10,Evaluation and Management Level of Service Links for ALL,B07,Plantar wart,B07.0,ESTAO,3,3,3,6,0.5,0,0,3,0,0,3,1.0,3,0.0,-0.0,0.0,0,3,RED
10,Evaluation and Management Level of Service Links for ALL,B08,Cowpox,B08.010,ESTAO,22,22,22,44,0.5,0,0,22,0,0,3,1.0,3,0.0,-0.0,0.0,0,3,GREEN
10,Evaluation and Management Level of Service Links for ALL,B09,Unspecified viral infection characterized by skin and mucous membrane lesions,B09,ESTAO,1,1,1,2,0.5,0,0,1,0,0,3,1.0,3,0.0,-0.0,0.0,0,3,RED
10,Evaluation and Management Level of Service Links for ALL,B10,Human herpesvirus 6 encephalitis,B10.01,ESTAO,5,5,5,10,0.5,0,0,5,0,0,3,1.0,3,0.0,-0.0,0.0,0,3,GREEN
10,Evaluation and Management Level of Service Links for ALL,B15,Hepatitis A with hepatic coma,B15.0,ESTAO,2,2,2,4,0.5,0,0,1,1,0,3,0.5,4,1.0,1.0,0.5,1,"3,4",RED
10,Evaluation and Management Level of Service Links for ALL,B16,Acute hepatitis B with delta-agent with hepatic coma,B16.0,ESTAO,4,4,4,8,0.5,0,0,4,0,0,3,1.0,3,0.0,-0.0,0.0,0,3,RED
10,Evaluation and Management Level of Service Links for ALL,B17,Acute delta-(super) infection of hepatitis B carrier,B17.0,ESTAO,6,6,6,12,0.5,0,0,4,2,0,3,0.6666666666666666,4,1.0,0.9182958340544896,0.4444444444444444,0,"3,4",AMBER
10,Evaluation and Management Level of Service Links for ALL,B18,Chronic viral hepatitis B with delta-agent,B18.0,ESTAO,5,5,5,10,0.5,0,0,5,0,0,3,1.0,3,0.0,-0.0,0.0,0,3,GREEN
10,Evaluation and Management Level of Service Links for ALL,B19,Unspecified viral hepatitis with hepatic coma,B19.0,ESTAO,6,6,6,12,0.5,0,0,4,2,0,3,0.6666666666666666,4,1.0,0.9182958340544896,0.4444444444444444,0,"3,4",AMBER
10,Evaluation and Management Level of Service Links for ALL,B20,Human immunodeficiency virus [HIV] disease,B20,ESTAO,1,1,1,2,0.5,0,0,0,1,0,4,1.0,4,0.0,-0.0,0.0,0,4,RED
10,Evaluation and Management Level of Service Links for ALL,B25,Cytomegaloviral pneumonitis,B25.0,ESTAO,5,5,5,10,0.5,0,0,5,0,0,3,1.0,3,0.0,-0.0,0.0,0,3,GREEN
10,Evaluation and Management Level of Service Links for ALL,B26,Mumps orchitis,B26.0,ESTAO,11,11,11,22,0.5,0,0,11,0,0,3,1.0,3,0.0,-0.0,0.0,0,3,GREEN
10,Evaluation and Management Level of Service Links for ALL,B27,Gammaherpesviral mononucleosis without complication,B27.00,ESTAO,16,16,16,32,0.5,0,0,16,0,0,3,1.0,3,0.0,-0.0,0.0,0,3,GREEN
10,Evaluation and Management Level of Service Links for ALL,B30,Keratoconjunctivitis due to adenovirus,B30.0,ESTAO,6,6,6,12,0.5,0,0,6,0,0,3,1.0,3,0.0,-0.0,0.0,0,3,GREEN
10,Evaluation and Management Level of Service Links for ALL,B33,Epidemic myalgia,B33.0,ESTAO,10,10,10,20,0.5,0,0,10,0,0,3,1.0,3,0.0,-0.0,0.0,0,3,GREEN
10,Evaluation and Management Level of Service Links for ALL,B34,"Adenovirus infection, unspecified",B34.0,ESTAO,7,7,7,14,0.5,0,0,7,0,0,3,1.0,3,0.0,-0.0,0.0,0,3,GREEN
10,Evaluation and Management Level of Service Links for ALL,B35,Tinea barbae and tinea capitis,B35.0,ESTAO,9,9,9,18,0.5,0,0,9,0,0,3,1.0,3,0.0,-0.0,0.0,0,3,GREEN
10,Evaluation and Management Level of Service Links for ALL,B36,Pityriasis versicolor,B36.0,ESTAO,6,6,6,12,0.5,0,0,6,0,0,3,1.0,3,0.0,-0.0,0.0,0,3,GREEN
10,Evaluation and Management Level of Service Links for ALL,B37,Candidal stomatitis,B37.0,ESTAO,18,18,18,36,0.5,0,0,18,0,0,3,1.0,3,0.0,-0.0,0.0,0,3,GREEN
10,Evaluation and Management Level of Service Links for ALL,B38,Acute pulmonary coccidioidomycosis,B38.0,ESTAO,9,9,9,18,0.5,0,0,9,0,0,3,1.0,3,0.0,-0.0,0.0,0,3,GREEN
10,Evaluation and Management Level of Service Links for ALL,B39,Acute pulmonary histoplasmosis capsulati,B39.0,ESTAO,7,7,7,14,0.5,0,0,7,0,0,3,1.0,3,0.0,-0.0,0.0,0,3,GREEN
10,Evaluation and Management Level of Service Links for ALL,B40,Acute pulmonary blastomycosis,B40.0,ESTAO,8,8,8,16,0.5,0,0,8,0,0,3,1.0,3,0.0,-0.0,0.0,0,3,GREEN
10,Evaluation and Management Level of Service Links for ALL,B41,Pulmonary paracoccidioidomycosis,B41.0,ESTAO,4,4,4,8,0.5,0,0,4,0,0,3,1.0,3,0.0,-0.0,0.0,0,3,RED
10,Evaluation and Management Level of Service Links for ALL,B42,Pulmonary sporotrichosis,B42.0,ESTAO,7,7,7,14,0.5,0,0,7,0,0,3,1.0,3,0.0,-0.0,0.0,0,3,GREEN
10,Evaluation and Management Level of Service Links for ALL,B43,Cutaneous chromomycosis,B43.0,ESTAO,5,5,5,10,0.5,0,0,5,0,0,3,1.0,3,0.0,-0.0,0.0,0,3,GREEN
10,Evaluation and Management Level of Service Links for ALL,B44,Invasive pulmonary aspergillosis,B44.0,ESTAO,7,7,7,14,0.5,0,0,7,0,0,3,1.0,3,0.0,-0.0,0.0,0,3,GREEN
10,Evaluation and Management Level of Service Links for ALL,B45,Pulmonary cryptococcosis,B45.0,ESTAO,7,7,7,14,0.5,0,0,7,0,0,3,1.0,3,0.0,-0.0,0.0,0,3,GREEN
10,Evaluation and Management Level of Service Links for ALL,B46,Pulmonary mucormycosis,B46.0,ESTAO,8,8,8,16,0.5,0,0,8,0,0,3,1.0,3,0.0,-0.0,0.0,0,3,GREEN
10,Evaluation and Management Level of Service Links for ALL,B47,Eumycetoma,B47.0,ESTAO,3,3,3,6,0.5,0,0,3,0,0,3,1.0,3,0.0,-0.0,0.0,0,3,RED
10,Evaluation and Management Level of Service Links for ALL,B48,Lobomycosis,B48.0,ESTAO,6,6,6,12,0.5,0,0,6,0,0,3,1.0,3,0.0,-0.0,0.0,0,3,GREEN
10,Evaluation and Management Level of Service Links for ALL,B49,Unspecified mycosis,B49,ESTAO,1,1,1,2,0.5,0,0,1,0,0,3,1.0,3,0.0,-0.0,0.0,0,3,RED
10,Evaluation and Management Level of Service Links for ALL,B50,Plasmodium falciparum malaria with cerebral complications,B50.0,ESTAO,3,3,3,6,0.5,0,0,3,0,0,3,1.0,3,0.0,-0.0,0.0,0,3,RED
10,Evaluation and Management Level of Service Links for ALL,B51,Plasmodium vivax malaria with rupture of spleen,B51.0,ESTAO,3,3,3,6,0.5,0,0,3,0,0,3,1.0,3,0.0,-0.0,0.0,0,3,RED
10,Evaluation and Management Level of Service Links for ALL,B52,Plasmodium malariae malaria with nephropathy,B52.0,ESTAO,3,3,3,6,0.5,0,0,3,0,0,3,1.0,3,0.0,-0.0,0.0,0,3,RED
10,Evaluation and Management Level of Service Links for ALL,B53,Plasmodium ovale malaria,B53.0,ESTAO,3,3,3,6,0.5,0,0,3,0,0,3,1.0,3,0.0,-0.0,0.0,0,3,RED
10,Evaluation and Management Level of Service Links for ALL,B54,Unspecified malaria,B54,ESTAO,1,1,1,2,0.5,0,0,1,0,0,3,1.0,3,0.0,-0.0,0.0,0,3,RED
10,Evaluation and Management Level of Service Links for ALL,B55,Visceral leishmaniasis,B55.0,ESTAO,4,4,4,8,0.5,0,0,0,4,0,4,1.0,4,0.0,-0.0,0.0,0,4,RED
10,Evaluation and Management Level of Service Links for ALL,B56,Gambiense trypanosomiasis,B56.0,ESTAO,3,3,3,6,0.5,0,0,0,3,0,4,1.0,4,0.0,-0.0,0.0,0,4,RED
10,Evaluation and Management Level of Service Links for ALL,B57,Acute Chagas' disease with heart involvement,B57.0,ESTAO,12,12,12,24,0.5,0,0,0,12,0,4,1.0,4,0.0,-0.0,0.0,0,4,GREEN
10,Evaluation and Management Level of Service Links for ALL,B58,"Toxoplasma oculopathy, unspecified",B58.00,ESTAO,11,11,11,22,0.5,0,0,11,0,0,3,1.0,3,0.0,-0.0,0.0,0,3,GREEN
10,Evaluation and Management Level of Service Links for ALL,B59,Pneumocystosis,B59,ESTAO,1,1,1,2,0.5,0,0,1,0,0,3,1.0,3,0.0,-0.0,0.0,0,3,RED
